ID Number,Tray #,Soak Time,Soak Temp,Salinity Soak,Soil Type,1,2,3,4,4.5,4.55,5,5.5,5.55,6,6.5,6.55,7,7.5,7.55,8,8.5,8.55,9,9.5,9.55,10,10.5,10.55,11,11.5,11.55,12,12.5,12.55,13,13.5,13.55,14,14.5,14.55,15,15.5,15.55
130,PP,3hr,12 C,30ppt,Hester Mimic,0,0,0,1,1,1,5,4,4,7,2,2,2,-5,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,QQ,3hr,12 C,30ppt,Hester Mimic,0,0,0,1,1,1,3,2,2,3,0,0,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,3,0,0
132,RR,3hr,12 C,30ppt,Hester Mimic,0,0,0,2,2,2,1,-1,0,2,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,SS,1 day,12 C,Freshwater,Hester Mimic,0,0,3,4,1,1,14,10,10,14,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,TT,1 day,12 C,Freshwater,Hester Mimic,0,0,2,6,4,4,14,8,8,15,1,1,3,-12,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,1,-1,0
135,UU,1 day,12 C,Freshwater,Hester Mimic,0,0,3,5,2,2,15,10,10,15,0,0,9,-6,0,12,3,3,12,0,0,8,-4,0,12,4,4,14,2,2,14,0,0,14,0,0,6,-8,0
136,VV,1 day,12 C,Freshwater,Hester Mimic,0,0,0,5,5,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,WW,1 day,12 C,Freshwater,Hester Mimic,0,0,0,1,1,1,2,1,1,2,0,0,1,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0
138,XX,1 day,12 C,Freshwater,Hester Mimic,0,0,5,5,0,0,13,8,8,13,0,0,3,-10,0,3,0,0,3,0,0,3,0,0,3,0,0,4,1,1,4,0,0,4,0,0,2,-2,0
139,SS,1 day,12 C,15ppt,Hester Mimic,0,0,1,1,0,0,3,2,2,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,TT,1 day,12 C,15ppt,Hester Mimic,0,0,0,3,3,3,3,0,0,4,1,1,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,UU,1 day,12 C,15ppt,Hester Mimic,0,0,0,0,0,0,2,2,2,2,0,0,0,-2,0,1,1,1,1,0,0,0,-1,0,0,0,0,2,2,2,2,0,0,2,0,0,1,-1,0
142,VV,1 day,12 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,WW,1 day,12 C,15ppt,Hester Mimic,0,0,0,1,1,1,2,1,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,XX,1 day,12 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,SS,1 day,12 C,30ppt,Hester Mimic,0,0,0,1,1,1,4,3,3,4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0
146,TT,1 day,12 C,30ppt,Hester Mimic,0,0,0,1,1,1,2,1,1,3,1,1,1,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0
147,UU,1 day,12 C,30ppt,Hester Mimic,0,0,0,2,2,2,6,4,4,6,0,0,8,2,2,9,1,1,7,-2,0,7,0,0,8,1,1,10,2,2,10,0,0,10,0,0,8,-2,0
148,VV,1 day,12 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,WW,1 day,12 C,30ppt,Hester Mimic,0,0,1,1,0,0,1,0,0,2,1,1,1,-1,0,1,0,0,1,0,0,1,0,0,0,-1,0,3,3,3,3,0,0,3,0,0,2,-1,0
150,XX,1 day,12 C,30ppt,Hester Mimic,0,0,0,1,1,1,4,3,3,5,1,1,1,-4,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
151,YY,7 days,12 C,Freshwater,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,ZZ,7 days,12 C,Freshwater,Hester Mimic,0,0,29,30,1,1,38,8,8,40,2,2,32,-8,0,27,-5,0,15,-12,0,5,-10,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
153,AAA,7 days,12 C,Freshwater,Hester Mimic,0,0,0,1,1,1,10,9,9,11,1,1,10,-1,0,9,-1,0,6,-3,0,3,-3,0,7,4,4,7,0,0,7,0,0,7,0,0,7,0,0
154,BBB,7 days,12 C,Freshwater,Hester Mimic,0,0,0,6,6,6,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,CCC,7 days,12 C,Freshwater,Hester Mimic,0,0,0,12,12,12,7,-5,0,7,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,DDD,7 days,12 C,Freshwater,Hester Mimic,0,0,2,10,8,8,10,0,0,10,0,0,7,-3,0,2,-5,0,1,-1,0,1,0,0,2,1,1,2,0,0,2,0,0,2,0,0,1,-1,0
157,YY,7 days,12 C,15ppt,Hester Mimic,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,ZZ,7 days,12 C,15ppt,Hester Mimic,0,0,1,1,0,0,2,1,1,2,0,0,3,1,1,1,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,AAA,7 days,12 C,15ppt,Hester Mimic,0,0,0,1,1,1,2,1,1,2,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
160,BBB,7 days,12 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,CCC,7 days,12 C,15ppt,Hester Mimic,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,DDD,7 days,12 C,15ppt,Hester Mimic,0,0,2,5,3,3,8,3,3,10,2,2,6,-4,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,YY,7 days,12 C,30ppt,Hester Mimic,0,0,0,3,3,3,2,-1,0,4,2,2,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,ZZ,7 days,12 C,30ppt,Hester Mimic,0,0,4,11,7,7,12,1,1,17,5,5,7,-10,0,5,-2,0,4,-1,0,1,-3,0,1,0,0,1,0,0,1,0,0,1,0,0,3,2,2
165,AAA,7 days,12 C,30ppt,Hester Mimic,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,2,0,0,1,-1,0,1,0,0,2,1,1,2,0,0,2,0,0,2,0,0,2,0,0
166,BBB,7 days,12 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,2,0,0
167,CCC,7 days,12 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,DDD,7 days,12 C,30ppt,Hester Mimic,0,0,0,2,2,2,5,3,3,9,4,4,4,-5,0,1,-3,0,1,0,0,0,-1,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0
169,EEE,3hr,20 C,Freshwater,Hester Mimic,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,FFF,3hr,20 C,Freshwater,Hester Mimic,0,0,0,1,1,1,1,0,0,2,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,GGG,3hr,20 C,Freshwater,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,HHH,3hr,20 C,Freshwater,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,III,3hr,20 C,Freshwater,Hester Mimic,0,0,0,2,2,2,6,4,4,6,0,0,5,-1,0,2,-3,0,2,0,0,0,-2,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0
174,JJJ,3hr,20 C,Freshwater,Hester Mimic,0,0,0,3,3,3,9,6,6,9,0,0,1,-8,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,EEE,3hr,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,FFF,3hr,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,GGG,3hr,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,HHH,3hr,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,III,3hr,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,6,6,6,6,0,0,5,-1,0,4,-1,0,4,0,0,7,3,3,7,0,0,9,2,2,9,0,0,9,0,0,9,0,0
180,JJJ,3hr,20 C,15ppt,Hester Mimic,0,0,0,2,2,2,4,2,2,4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,EEE,3hr,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,FFF,3hr,20 C,30ppt,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
183,GGG,3hr,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0
184,HHH,3hr,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,III,3hr,20 C,30ppt,Hester Mimic,0,0,1,2,1,1,8,6,6,10,2,2,7,-3,0,9,2,2,14,5,5,15,1,1,17,2,2,18,1,1,18,0,0,18,0,0,18,0,0
186,JJJ,3hr,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,5,5,5,8,3,3,1,-7,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,2,0,0,1,-1,0,1,0,0
187,KKK,1 day,20 C,Freshwater,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,LLL,1 day,20 C,Freshwater,Hester Mimic,0,0,0,3,3,3,4,1,1,4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,MMM,1 day,20 C,Freshwater,Hester Mimic,0,0,0,2,2,2,7,5,5,8,1,1,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NNN,1 day,20 C,Freshwater,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,OOO,1 day,20 C,Freshwater,Hester Mimic,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,PPP,1 day,20 C,Freshwater,Hester Mimic,0,0,0,2,2,2,2,0,0,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,KKK,1 day,20 C,15ppt,Hester Mimic,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,LLL,1 day,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,MMM,1 day,20 C,15ppt,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,NNN,1 day,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,OOO,1 day,20 C,15ppt,Hester Mimic,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,PPP,1 day,20 C,15ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,KKK,1 day,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,LLL,1 day,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,MMM,1 day,20 C,30ppt,Hester Mimic,0,0,0,1,1,1,3,2,2,4,1,1,2,-2,0,1,-1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
202,NNN,1 day,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,OOO,1 day,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,PPP,1 day,20 C,30ppt,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,QQQ,7 days,20 C,Freshwater,Hester Mimic,0,0,2,4,2,2,4,0,0,4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,RRR,7 days,20 C,Freshwater,Hester Mimic,0,0,4,14,10,10,20,6,6,20,0,0,3,-17,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,SSS,7 days,20 C,Freshwater,Hester Mimic,0,0,2,8,6,6,13,5,5,13,0,0,3,-10,0,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,TTT,7 days,20 C,Freshwater,Hester Mimic,0,0,0,2,2,2,2,0,0,2,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,UUU,7 days,20 C,Freshwater,Hester Mimic,0,0,3,6,3,3,19,13,13,19,0,0,6,-13,0,5,-1,0,1,-4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,VVV,7 days,20 C,Freshwater,Hester Mimic,0,0,2,4,2,2,3,-1,0,6,3,3,1,-5,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,QQQ,7 days,20 C,15ppt,Hester Mimic,0,0,3,5,2,2,2,-3,0,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,RRR,7 days,20 C,15ppt,Hester Mimic,0,0,1,6,5,5,7,1,1,8,1,1,1,-7,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,SSS,7 days,20 C,15ppt,Hester Mimic,0,0,1,3,2,2,2,-1,0,5,3,3,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
214,TTT,7 days,20 C,15ppt,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,UUU,7 days,20 C,15ppt,Hester Mimic,0,0,2,1,-1,0,3,2,2,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,VVV,7 days,20 C,15ppt,Hester Mimic,0,0,1,4,3,3,11,7,7,11,0,0,1,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,QQQ,7 days,20 C,30ppt,Hester Mimic,0,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,RRR,7 days,20 C,30ppt,Hester Mimic,0,0,2,7,5,5,9,2,2,9,0,0,1,-8,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,SSS,7 days,20 C,30ppt,Hester Mimic,0,0,0,6,6,6,10,4,4,10,0,0,2,-8,0,1,-1,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
220,TTT,7 days,20 C,30ppt,Hester Mimic,0,0,0,4,4,4,1,-3,0,4,3,3,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,UUU,7 days,20 C,30ppt,Hester Mimic,0,0,6,17,11,11,22,5,5,26,4,4,9,-17,0,6,-3,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,VVV,7 days,20 C,30ppt,Hester Mimic,0,0,1,11,10,10,16,5,5,23,7,7,7,-16,0,4,-3,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,WWW,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,WWW,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,WWW,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,XXX,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,XXX,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,XXX,Control,NA,NA,Hester Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
